RegionID|RegionName|Coordinates
6063115|Deerfield, Massachusetts, United States of America (type 3)|42.53540;-72.68079:42.55338;-72.67644:42.56860;-72.63061:42.57992;-72.57309:42.56968;-72.55999:42.55492;-72.55542:42.53344;-72.56971:42.50947;-72.55424:42.50062;-72.56557:42.51525;-72.59212:42.51349;-72.61850:42.51701;-72.63477:42.52284;-72.64705:42.51393;-72.66788
6063116|Raynham, Massachusetts, United States of America (type 3)|41.99404;-71.09770:41.98515;-71.07103:41.98442;-71.05505:41.98076;-71.05431:41.98706;-71.03341:41.98350;-71.03600:41.98122;-71.04042:41.98131;-71.04276:41.98158;-71.04374:41.96504;-71.04141:41.96057;-71.04253:41.95891;-71.04131:41.94098;-71.01233:41.92974;-70.99948:41.92840;-70.99465:41.92520;-70.99498:41.92328;-70.99690:41.91719;-70.99715:41.91526;-70.99605:41.91491;-70.99443:41.91624;-70.99413:41.91659;-70.99281:41.91567;-70.99179:41.90993;-70.99085:41.90673;-70.99218:41.90359;-70.99550:41.89789;-70.99903:41.89780;-70.99371:41.89247;-70.99392:41.89339;-70.99762:41.89295;-71.00248:41.89128;-71.00231:41.88609;-71.00533:41.88546;-71.02575:41.88616;-71.02545:41.88577;-71.02992:41.88685;-71.03281:41.88517;-71.03541:41.88321;-71.03736:41.88375;-71.03830:41.88543;-71.03783:41.88584;-71.03877:41.88520;-71.04115:41.88372;-71.04209:41.88410;-71.04328:41.88641;-71.04243:41.88616;-71.04349:41.88532;-71.04440:41.88662;-71.04753:41.88896;-71.04864:41.89084;-71.04711:41.89153;-71.04464:41.89287;-71.04569:41.89308;-71.04701:41.89359;-71.04725:41.89518;-71.04388:41.89403;-71.04353:41.89442;-71.04211:41.89512;-71.04155:41.89860;-71.04498:41.90159;-71.04510:41.90432;-71.04757:41.90508;-71.05345:41.90133;-71.05532:41.90335;-71.06332:41.90507;-71.06404:41.90718;-71.06625:41.91263;-71.06464:41.91364;-71.06257:41.92091;-71.06423:41.92440;-71.06327:41.92186;-71.06634:41.92186;-71.07324:41.92298;-71.08024:41.93798;-71.09227:41.94579;-71.08712:41.95970;-71.08084:41.96247;-71.12308:41.96412;-71.12513:41.96583;-71.12578:41.97273;-71.12158
6063117|Franklin, Massachusetts, United States of America (type 3)|42.13423;-71.44245:42.13492;-71.44114:42.13514;-71.43889:42.13428;-71.43476:42.13535;-71.43439:42.13902;-71.43047:42.13901;-71.41922:42.13632;-71.41872:42.13799;-71.41494:42.13568;-71.41574:42.13369;-71.41291:42.13454;-71.41095:42.13401;-71.40921:42.13749;-71.40378:42.13937;-71.40263:42.13808;-71.39805:42.13695;-71.39595:42.13469;-71.38253:42.13383;-71.38253:42.13274;-71.37956:42.12999;-71.38058:42.12472;-71.37912:42.12185;-71.37578:42.12185;-71.37354:42.11959;-71.37187:42.11680;-71.37361:42.10575;-71.36796:42.10597;-71.36701:42.09021;-71.35892:42.07636;-71.36535:42.07237;-71.36920:42.06936;-71.37072:42.06640;-71.36855:42.06548;-71.37160:42.06150;-71.37485:42.06097;-71.37696:42.03940;-71.38763:42.03827;-71.41661:42.03461;-71.45639:42.07298;-71.45444:42.07320;-71.45336:42.08323;-71.45192:42.08409;-71.45054:42.12078;-71.44360:42.12642;-71.44506:42.12975;-71.44252
6063118|Foxboro, Massachusetts, United States of America (type 3)|42.08194;-71.28522:42.08824;-71.28015:42.09024;-71.27716:42.09789;-71.27162:42.10251;-71.26201:42.10329;-71.25667:42.10667;-71.25103:42.10479;-71.24932:42.10671;-71.24589:42.10571;-71.24372:42.10549;-71.23888:42.09158;-71.22562:42.09046;-71.22327:42.07910;-71.21218:42.07517;-71.20565:42.08236;-71.19617:42.08066;-71.19602:42.08027;-71.19534:42.07442;-71.19672:42.06694;-71.19534:42.06345;-71.19665:42.06271;-71.18912:42.06411;-71.18405:42.05929;-71.18190:42.05611;-71.18194:42.03322;-71.24072:42.03152;-71.24960:42.02986;-71.24898:42.02602;-71.25621:42.01510;-71.28675:42.02709;-71.28785:42.03251;-71.28877:42.04044;-71.28606:42.04464;-71.28810:42.04998;-71.28916:42.06647;-71.28662:42.07760;-71.28734
6063119|New Bedford, Massachusetts, United States of America (type 3)|41.66268;-70.97308:41.66789;-70.96819:41.66888;-70.96521:41.67130;-70.96803:41.67595;-70.96276:41.67885;-70.96723:41.67925;-70.96622:41.68092;-70.96573:41.68160;-70.95845:41.68402;-70.95850:41.68126;-70.97222:41.68473;-70.97558:41.68923;-70.97510:41.70314;-70.98175:41.72263;-70.97782:41.72398;-70.96775:41.73385;-70.96556:41.74605;-70.94041:41.75309;-70.94132:41.75901;-70.94026:41.75925;-70.93738:41.74756;-70.93531:41.74526;-70.93392:41.74212;-70.93478:41.73973;-70.94096:41.71413;-70.93282:41.71357;-70.93373:41.71098;-70.93319:41.71019;-70.92968:41.70852;-70.92691:41.70749;-70.93080:41.68568;-70.92388:41.68580;-70.92251:41.68421;-70.92043:41.68190;-70.91936:41.68083;-70.91740:41.67816;-70.91702:41.67597;-70.91548:41.66583;-70.91723:41.66356;-70.91676:41.65079;-70.91939:41.62300;-70.90546:41.60216;-70.88321:41.58821;-70.89986:41.59188;-70.91635:41.60819;-70.93211:41.60878;-70.93179:41.61152;-70.93237:41.61015;-70.93454:41.61087;-70.93491:41.61120;-70.93657:41.61259;-70.93576:41.61325;-70.93830:41.61495;-70.93761:41.61596;-70.93929:41.61224;-70.93898:41.61258;-70.94002:41.61631;-70.94002:41.61740;-70.94289:41.61879;-70.94536:41.61939;-70.94718:41.62010;-70.94761:41.62009;-70.94903:41.61873;-70.94862:41.61976;-70.95138:41.61975;-70.95312:41.62079;-70.95345:41.62015;-70.95448:41.62355;-70.95513:41.62391;-70.95242:41.62729;-70.95368:41.62703;-70.95683:41.63580;-70.95941:41.64003;-70.95995:41.64380;-70.96516:41.64726;-70.96638:41.64663;-70.96745:41.64591;-70.96686:41.64560;-70.96750:41.64647;-70.96840:41.64877;-70.96968:41.65421;-70.97059:41.65413;-70.96788
6063120|Plymouth, Massachusetts, United States of America (type 3)|41.98333;-70.69263:41.98549;-70.69134:41.98360;-70.63366:41.93386;-70.53118:41.85458;-70.51084:41.81042;-70.53788:41.79084;-70.56082:41.78799;-70.56159:41.78628;-70.56404:41.78548;-70.56893:41.76271;-70.63271:41.76886;-70.63608:41.77272;-70.63087:41.78630;-70.63056:41.78686;-70.62827:41.80521;-70.61634:41.80490;-70.62177:41.80392;-70.63073:41.80636;-70.63179:41.80423;-70.66073:41.80454;-70.66463:41.81883;-70.66230:41.82324;-70.67125:41.82739;-70.69108:41.83859;-70.69087:41.83709;-70.69580:41.83769;-70.70582:41.84123;-70.71526:41.84858;-70.71441:41.85042;-70.72577:41.85544;-70.72646:41.85623;-70.71983:41.86067;-70.71904:41.85960;-70.71533:41.86687;-70.70789:41.86754;-70.70371:41.86723;-70.69936:41.87640;-70.70837:41.88031;-70.70869:41.88664;-70.71251:41.88746;-70.71490:41.88851;-70.71464:41.88918;-70.71564:41.88918;-70.71671:41.88792;-70.71867:41.89025;-70.71962:41.89131;-70.72328:41.89435;-70.72339:41.91718;-70.74260:41.91965;-70.74589:41.92329;-70.74834:41.92289;-70.75380:41.92728;-70.74849:41.93277;-70.74971:41.93696;-70.74452:41.94552;-70.73491:41.95199;-70.72465:41.95774;-70.71748:41.96456;-70.71201:41.96654;-70.71406:41.97362;-70.71207:41.97295;-70.70641:41.97183;-70.70501:41.97232;-70.70244:41.97333;-70.70248:41.98206;-70.69445
6063121|Springfield, Massachusetts, United States of America (type 3)|42.15767;-72.54115:42.16048;-72.51672:42.16117;-72.49440:42.15499;-72.48351:42.09006;-72.47098:42.08127;-72.53879:42.06411;-72.53730:42.07654;-72.58264:42.09262;-72.58719:42.10669;-72.61136:42.12323;-72.62041
6063122|Hadley, Massachusetts, United States of America (type 3)|42.37466;-72.59226:42.38677;-72.58728:42.40307;-72.57373:42.42150;-72.58122:42.42728;-72.54557:42.40082;-72.54931:42.38366;-72.53404:42.30470;-72.53898:42.30025;-72.58657:42.28549;-72.60537:42.29064;-72.61652:42.32532;-72.58448:42.33338;-72.61490:42.34094;-72.62025:42.34420;-72.63883:42.35209;-72.63626:42.34934;-72.60258:42.35175;-72.59144:42.36124;-72.58798
6063123|West Springfield, Massachusetts, United States of America (type 3)|42.16276;-72.68520:42.16145;-72.62880:42.14961;-72.62723:42.13937;-72.61521:42.12358;-72.62152:42.10589;-72.61206:42.09257;-72.58844:42.08777;-72.61976:42.09054;-72.62803:42.10079;-72.63217:42.09246;-72.66762:42.10605;-72.69442
6063132|Coffs Harbour, New South Wales, Australia (type 3)|-30.28309;153.06752:-30.28719;153.08044:-30.29914;153.09473:-30.29994;153.10383:-30.30833;153.10061:-30.31179;153.09632:-30.31314;153.09310:-30.32547;153.08242:-30.32924;153.10395:-30.30590;153.12306:-30.32241;153.15816:-30.27170;153.15893:-30.25122;153.14622:-30.24984;153.13411:-30.24661;153.14015:-30.23522;153.14732:-30.23583;153.12762:-30.24272;153.09095
6063133|Bonville, New South Wales, Australia (type 3)|-30.37931;153.10486:-30.36739;153.04032:-30.33724;152.98092:-30.38879;152.95775:-30.45791;153.08563
6063142|Nevsehir, Turkey (type 3)|38.64123;34.70432:38.64138;34.77512:38.60988;34.77790:38.60973;34.70534
6063143|Urgup, Turkey (type 3)|38.76029;35.09978:38.69928;35.15162:38.61804;35.17012:38.60195;35.16379:38.55727;35.11080:38.47267;35.05241:38.42869;34.92542:38.43356;34.81105:38.46367;34.83247:38.53786;34.82526:38.56518;34.87895:38.56934;34.92115:38.59314;34.92296:38.59805;34.89340:38.66179;34.89151:38.68489;34.91303:38.78499;34.91577
6063145|Tewksbury, Massachusetts, United States of America (type 3)|42.65613;-71.27472:42.65754;-71.26471:42.65707;-71.25622:42.61665;-71.17244:42.60507;-71.17698:42.59753;-71.16553:42.59245;-71.17532:42.56474;-71.19224:42.59281;-71.25061:42.60719;-71.28564:42.60578;-71.29399:42.61227;-71.29638:42.61543;-71.28279:42.62175;-71.27683:42.64701;-71.27066
6063146|Chelmsford, Massachusetts, United States of America (type 3)|42.61095;-71.40621:42.62573;-71.35975:42.61315;-71.32776:42.60672;-71.32557:42.60760;-71.32020:42.61275;-71.32001:42.61461;-71.30273:42.60101;-71.29796:42.57632;-71.31923:42.56681;-71.32400:42.56083;-71.33274:42.56374;-71.34643:42.54957;-71.38790
6063147|Andover, Massachusetts, United States of America (type 3)|42.69781;-71.22238:42.69207;-71.22572:42.68450;-71.22655:42.66965;-71.23797:42.65714;-71.25606:42.61678;-71.17170:42.60511;-71.17615:42.59775;-71.16527:42.59893;-71.13450:42.60345;-71.07523:42.67449;-71.12885:42.68145;-71.15083:42.67654;-71.18592:42.69699;-71.18925:42.70251;-71.21570
6063148|Lowell, Massachusetts, United States of America (type 3)|42.64981;-71.38145:42.65652;-71.38221:42.66184;-71.36966:42.65429;-71.35786:42.66706;-71.29845:42.64870;-71.28691:42.65431;-71.27958:42.65563;-71.27547:42.64667;-71.27114:42.62095;-71.27763:42.61545;-71.28330:42.61253;-71.29698:42.60513;-71.29431:42.60137;-71.29804:42.61469;-71.30267:42.61281;-71.32010:42.60782;-71.32042:42.60713;-71.32559:42.61321;-71.32770:42.62587;-71.35949:42.63768;-71.36459:42.63861;-71.37650
6063149|Lenox, Massachusetts, United States of America (type 3)|42.37216;-73.23721:42.39851;-73.20653:42.41114;-73.29083:42.37702;-73.33168:42.35286;-73.33075:42.32322;-73.28824:42.32998;-73.24992:42.38384;-73.24749
6063150|Williamstown, Massachusetts, United States of America (type 3)|42.54073;-73.34120:42.54386;-73.31705:42.55605;-73.30546:42.56393;-73.28784:42.56708;-73.25309:42.58529;-73.25242:42.59010;-73.27402:42.63259;-73.26259:42.63010;-73.17279:42.66098;-73.17053:42.68695;-73.17779:42.71312;-73.17543:42.74363;-73.16483:42.74561;-73.26388
6063151|Pittsfield, Massachusetts, United States of America (type 3)|42.54016;-73.34203:42.54309;-73.31823:42.53199;-73.29959:42.52936;-73.26308:42.51093;-73.25633:42.49426;-73.23812:42.48486;-73.18223:42.39864;-73.20653:42.41181;-73.29023:42.42249;-73.38457
6063152|North Adams, Massachusetts, United States of America (type 3)|42.74382;-73.16432:42.74137;-73.02220:42.70348;-73.02368:42.70206;-73.01317:42.68785;-72.99863:42.68418;-73.01414:42.64734;-73.01133:42.64964;-73.06307:42.65490;-73.06213:42.66081;-73.16949:42.68718;-73.17729:42.71239;-73.17516
6063153|Lee, Massachusetts, United States of America (type 3)|42.38303;-73.24718:42.31840;-73.19365:42.32419;-73.18147:42.26531;-73.12848:42.25181;-73.12545:42.24796;-73.16151:42.19651;-73.16329:42.24153;-73.25579:42.25826;-73.24276:42.25920;-73.29055:42.32320;-73.28804:42.32965;-73.24975
6063154|Framingham, Massachusetts, United States of America (type 3)|42.35271;-71.48385:42.29062;-71.49748:42.27426;-71.44932:42.25774;-71.41894:42.26187;-71.39737:42.27058;-71.39097:42.27285;-71.39703:42.29748;-71.39977:42.30000;-71.38845:42.31520;-71.37800:42.34033;-71.39606
6063155|Westborough, Massachusetts, United States of America (type 3)|42.27925;-71.67104:42.28569;-71.64737:42.30078;-71.63220:42.30580;-71.57965:42.26854;-71.54165:42.26621;-71.54878:42.27094;-71.55349:42.25956;-71.58598:42.22676;-71.59998:42.23080;-71.62083:42.22676;-71.64476:42.24868;-71.64974:42.24447;-71.67105:42.25203;-71.67701:42.26728;-71.65852
6063156|Auburn, Massachusetts, United States of America (type 3)|42.19262;-71.89424:42.21528;-71.87572:42.22742;-71.85421:42.23152;-71.80979:42.20652;-71.79795:42.15915;-71.83527:42.16452;-71.87077
6063157|Marlborough, Massachusetts, United States of America (type 3)|42.31198;-71.58551:42.32742;-71.54897:42.33019;-71.48924:42.35273;-71.48448:42.38059;-71.47642:42.36622;-71.60444:42.35760;-71.60938:42.35000;-71.62600
6063158|Worcester, Massachusetts, United States of America (type 3)|42.28197;-71.88439:42.33134;-71.80221:42.34096;-71.78572:42.31140;-71.76880:42.29660;-71.75920:42.24447;-71.74775:42.24154;-71.73231:42.23733;-71.73351:42.20861;-71.79882:42.23159;-71.80971:42.22730;-71.85721
6063159|Hyannis, Massachusetts, United States of America (type 3)|41.68693;-70.30676:41.68542;-70.28420:41.68792;-70.28211:41.68792;-70.26157:41.68179;-70.26009:41.67336;-70.26556:41.65770;-70.26874:41.64542;-70.27357:41.62799;-70.26950:41.62543;-70.31752:41.63138;-70.32267:41.63180;-70.31928:41.65667;-70.32676:41.67052;-70.31950:41.67876;-70.31922:41.68039;-70.31797:41.67880;-70.31070
6063161|Provincetown, Massachusetts, United States of America (type 3)|42.05893;-70.26105:42.01255;-70.18211:42.06121;-70.14761:42.06505;-70.14654:42.07692;-70.15445:42.09061;-70.21865
6063162|Eastham, Massachusetts, United States of America (type 3)|41.87871;-70.01290:41.87684;-69.98781:41.88008;-69.95436:41.83127;-69.94034:41.79764;-69.98077:41.80100;-70.00934
6063163|Falmouth, Massachusetts, United States of America (type 3)|41.62781;-70.65385:41.62026;-70.62218:41.59590;-70.61771:41.59466;-70.60546:41.56610;-70.60166:41.56390;-70.59323:41.54529;-70.58813:41.53004;-70.62350:41.54340;-70.68547
6063164|Chatham, Massachusetts, United States of America (type 3)|41.70031;-70.01289:41.72165;-69.97802:41.71112;-69.94240:41.67164;-69.94597:41.65279;-69.96182:41.65572;-69.98354:41.67267;-70.01290
6063187|Daan, Taipei, Taiwan (type 1)|25.04544;121.53291:25.04494;121.53492:25.04476;121.53660:25.04460;121.54070:25.04487;121.54385:25.04515;121.54630:25.04485;121.54890:25.04439;121.55316:25.04440;121.55390:25.04515;121.55786:25.04134;121.55773:25.03761;121.55754:25.03302;121.55750:25.02948;121.55748:25.02773;121.55649:25.02437;121.55254:25.01855;121.55879:25.01721;121.56016:25.01325;121.56340:25.01136;121.56359:25.00984;121.56537:25.00813;121.56595:25.00724;121.56473:25.00821;121.56237:25.01214;121.55823:25.00980;121.54911:25.00792;121.54462:25.00836;121.53797:25.00982;121.53739:25.01122;121.53707:25.01290;121.53617:25.01614;121.53299:25.01966;121.52926:25.02213;121.52653:25.02338;121.52512:25.02701;121.52241:25.02806;121.52171:25.03234;121.52254:25.03399;121.52351:25.03543;121.52430:25.03405;121.52731:25.03370;121.52990:25.03362;121.53269:25.03819;121.53280:25.04233;121.53291
6063191|Lake Lure, North Carolina, United States of America (type 3)|35.44299;-82.24126:35.43523;-82.24514:35.39370;-82.25934:35.40217;-82.24041:35.39481;-82.22425:35.39757;-82.20897:35.40594;-82.18757:35.41041;-82.15264:35.42153;-82.15325:35.42164;-82.14599:35.44152;-82.12883:35.42944;-82.11040:35.45271;-82.10533:35.46152;-82.07784:35.47478;-82.09591:35.51333;-82.10092:35.52367;-82.12843:35.52762;-82.16524:35.46118;-82.24773
6064262|Monte Carlo, Monaco, Monaco (type 1)|43.75048;7.43821:43.74928;7.43881:43.74382;7.44991:43.73466;7.43751:43.73759;7.43317:43.73466;7.42500:43.73879;7.41854:43.74010;7.42047:43.73998;7.42090:43.74037;7.42144:43.74068;7.42164:43.74083;7.42131:43.74133;7.42181:43.74154;7.42298:43.74091;7.42446:43.74161;7.42497:43.74391;7.42817:43.74527;7.42891:43.74666;7.42858:43.74706;7.42933:43.74876;7.43028:43.75046;7.43618:43.75115;7.43749:43.75186;7.43668:43.75143;7.43817
6064263|Liwan, Guangzhou, China (type 1)|23.12183;113.20152:23.08355;113.20701:23.08293;113.19521:23.07877;113.18706:23.07638;113.17913:23.06296;113.18259:23.05747;113.19655:23.04506;113.20988:23.04433;113.23852:23.04751;113.24988:23.05761;113.27046:23.07120;113.25369:23.10118;113.23946:23.10723;113.23165:23.11299;113.23372:23.11251;113.24623:23.11552;113.25457:23.12901;113.25518:23.13622;113.24392:23.13950;113.25269:23.14904;113.25165:23.15031;113.24572:23.15589;113.24314:23.15410;113.23778:23.14602;113.23785:23.13917;113.22622:23.15481;113.21215
6064266|Baiyun, Guangzhou, China (type 1)|23.16757;113.26365:23.15745;113.29892:23.21770;113.35210:23.21578;113.39758:23.24206;113.41857:23.27588;113.50132:23.32691;113.47227:23.39896;113.47202:23.43097;113.46602:23.39319;113.39400:23.41463;113.38900:23.41333;113.37090:23.41463;113.35601:23.40475;113.34971:23.40145;113.33714:23.36812;113.33121:23.34350;113.29912:23.33909;113.26108:23.33804;113.22539:23.36681;113.20545:23.35494;113.16878:23.33208;113.15423:23.20608;113.19752:23.19819;113.19641:23.19070;113.18506:23.17574;113.18732
6064268|Baiyun International Airport (CAN), China (type 4)|23.44100;113.24700:23.44100;113.34300:23.36900;113.33100:23.34400;113.30100:23.33900;113.26100
6064269|Haizhu, Guangzhou, China (type 1)|23.08733;113.24587:23.07302;113.25385:23.05762;113.27110:23.03488;113.30801:23.04167;113.35556:23.06789;113.36826:23.09126;113.41908:23.10831;113.38560:23.11171;113.32921:23.10689;113.29685:23.11324;113.27352:23.10125;113.24007
6064270|Panyu, Guangzhou, China (type 1)|22.91745;113.26492:22.91729;113.41536:22.85846;113.56361:23.05525;113.50130:23.07784;113.46783:23.08261;113.40050:23.06844;113.36882:23.04117;113.35539:23.03557;113.30789:23.05724;113.27136:23.04720;113.25050
6064272|Tianhe, Guangzhou, China (type 1)|23.15057;113.30176:23.14336;113.30674:23.14295;113.31530:23.11467;113.31521:23.11707;113.33024:23.10816;113.37547:23.14983;113.36363:23.16735;113.32131:23.15914;113.30647
6064273|Yuexiu, Guangzhou, China (type 1)|23.12161;113.26979:23.11608;113.27215:23.10896;113.29100:23.11127;113.31515:23.14316;113.31529:23.14329;113.30699:23.14990;113.30176:23.15431;113.30423:23.15646;113.30836:23.15935;113.30634:23.15698;113.29989:23.16090;113.29824:23.16026;113.29604:23.15451;113.29345:23.15495;113.28564:23.15668;113.28244:23.15237;113.27171:23.14977;113.27142:23.14879;113.26889:23.14970;113.26196:23.14897;113.26063:23.15087;113.25582:23.16180;113.25792:23.16851;113.24362:23.16727;113.24283:23.16042;113.24317:23.15600;113.24318:23.15023;113.24567:23.14902;113.25160:23.13946;113.25269:23.13625;113.24376:23.12899;113.25539:23.11575;113.25461
6064274|Riverfront - Shamian Island, China (type 5)|23.11313;113.23368:23.11245;113.24626:23.12134;113.26964:23.11297;113.27334:23.10152;113.24003:23.10733;113.23192
6069672|Three Lakes, Wisconsin, United States of America (type 3)|45.85442;-89.23189:45.82596;-89.17826:45.84595;-89.15019:45.89599;-89.13738:45.89480;-89.04719:45.95972;-88.99489:45.96260;-88.96679:45.88003;-88.96274:45.85500;-89.04747:45.71616;-89.04647:45.70446;-89.14337:45.72977;-89.23861
6069673|Veliko Tarnovo, Bulgaria (type 3)|43.11320;25.56169:43.11066;25.75886:43.02778;25.76116:43.02927;25.56574
6069674|Pleven, Bulgaria (type 3)|43.45132;24.56582:43.44741;24.69330:43.35134;24.69321:43.35155;24.56616
6069682|Dameisha Beach, Shenzhen, China (type 7)|22.61686;114.28391:22.61686;114.34962:22.57138;114.34962:22.57138;114.28391
6069683|Futian, Shenzhen, China (type 1)|22.58100;113.98900:22.58100;114.08900:22.53700;114.09100:22.53300;114.08600:22.53000;114.07800:22.51600;114.06200:22.50300;114.05900:22.50400;113.98900
6069684|Luohu - Downtown Shenzhen, China (type 2)|22.53600;114.09100:22.53500;114.10400:22.52900;114.11000:22.53000;114.11600:22.53424;114.11680:22.53500;114.12100:22.53800;114.12200:22.54400;114.13700:22.54100;114.14700:22.58100;114.14900:22.58100;114.08300
6069685|Shekou, Shenzhen, China (type 1)|22.52857;113.85132:22.52762;113.89183:22.50161;113.92050:22.50066;113.96032:22.48004;113.95689:22.44070;113.89406:22.45070;113.86677:22.51938;113.85630
6069686|Nanshan, Shenzhen, China (type 1)|22.54200;113.88600:22.57800;113.92200:22.57800;113.98900:22.49600;113.99500:22.40200;113.86200:22.51800;113.78800
6069695|Song Shan Lake, China (type 5)|22.93500;113.85800:22.93400;113.90500:22.86700;113.90600:22.86900;113.82200
6069696|Houjie, Dongguan, China (type 1)|22.94733;113.61926:22.99569;113.69528:22.90306;113.71605:22.90654;113.58713
6069697|Liaobu, Dongguan, China (type 1)|23.01355;113.85939:23.01355;113.91003:22.96329;113.91003:22.96329;113.85939
6069698|Shilong, Dongguan, China (type 1)|23.11873;113.82832:23.11873;113.87999:23.08289;113.87996:23.08289;113.82832
6069699|Fenggang, Dongguan, China (type 1)|22.76400;114.11400:22.76400;114.16300:22.72900;114.16300:22.72900;114.11400
6069700|Dongguan, China (type 3)|23.05509;113.71124:23.09394;113.81115:22.98589;113.83621:22.99569;113.70438
6069702|Shunde, Foshan, China (type 1)|22.89389;113.16536:22.89389;113.30715:22.74399;113.30715:22.74599;113.16536
6069707|Aotou, Huizhou, China (type 1)|22.76684;114.51445:22.76684;114.58689:22.68894;114.58689:22.68894;114.51445
6069708|Daya Bay, China (type 5)|22.74009;114.50498:22.74009;114.58242:22.68593;114.58242:22.68593;114.50498
6069718|Meloneras, San Bartolome de Tirajana, Spain (type 1)|27.74996;-15.62035:27.75015;-15.59540:27.73348;-15.58945:27.73274;-15.60223
6069729|Big White, British Columbia, Canada (type 1)|49.70886;-118.92125:49.74423;-118.89174:49.74317;-118.94185:49.70874;-118.99242
6069737|Anacapri, Italy (type 3)|40.56094;14.21789:40.55857;14.22404:40.55649;14.22782:40.55512;14.22783:40.55442;14.22850:40.55136;14.23020:40.54652;14.22953:40.54447;14.23021:40.54382;14.23152:40.54128;14.23250:40.53669;14.22554:40.53437;14.19524:40.56286;14.19531:40.56362;14.21766
6069738|Capri, Italy (type 3)|40.56359;14.21773:40.56098;14.21798:40.55859;14.22409:40.55653;14.22787:40.55513;14.22789:40.55445;14.22853:40.55140;14.23026:40.54653;14.22960:40.54449;14.23026:40.54386;14.23156:40.54130;14.23255:40.54020;14.25672:40.55567;14.26981:40.56468;14.26430:40.55991;14.24830:40.56195;14.23361
6069739|Forio d'Ischia, Italy (type 3)|40.71183;13.84529:40.76423;13.86160:40.76346;13.87476:40.75681;13.87694:40.75582;13.87728:40.75375;13.88070:40.75307;13.88001:40.75205;13.87865:40.75067;13.88140:40.74998;13.88105:40.74930;13.88214:40.74894;13.88380:40.74723;13.88415:40.74618;13.88172:40.74515;13.88138:40.74482;13.88070:40.74344;13.88106:40.74276;13.88242:40.74173;13.88276:40.74243;13.88449:40.74036;13.88484:40.73864;13.88449:40.73692;13.88587:40.73658;13.88860:40.73692;13.88927:40.73692;13.89199:40.73485;13.89338:40.73210;13.89337:40.73001;13.89476:40.72627;13.88792:40.72386;13.88690:40.72387;13.88585:40.72592;13.88380:40.72523;13.88310:40.72180;13.88275:40.71939;13.88415:40.71800;13.88173:40.71183;13.88001:40.71012;13.88104:40.70874;13.88243:40.70841;13.88002:40.70770;13.88209:40.70634;13.88174:40.70599;13.88104:40.70427;13.88173:40.70118;13.88072:40.70084;13.88175:40.69995;13.88174:40.69747;13.88312:40.69492;13.86107
6069740|Lacco Ameno, Italy (type 3)|40.76346;13.87479:40.75492;13.89847:40.75123;13.89762:40.75034;13.89682:40.74810;13.89768:40.74625;13.89651:40.74793;13.89550:40.74829;13.89443:40.74754;13.89407:40.74652;13.89443:40.74587;13.89510:40.74450;13.89512:40.74380;13.89237:40.74208;13.89100:40.74106;13.89133:40.74000;13.89099:40.73794;13.89201:40.73695;13.89203:40.73695;13.88927:40.73660;13.88859:40.73693;13.88589:40.73865;13.88452:40.74036;13.88487:40.74246;13.88451:40.74175;13.88277:40.74278;13.88243:40.74346;13.88107:40.74481;13.88073:40.74515;13.88142:40.74618;13.88175:40.74722;13.88419:40.74897;13.88382:40.74931;13.88216:40.74998;13.88110:40.75069;13.88142:40.75205;13.87868:40.75308;13.88006:40.75376;13.88073:40.75583;13.87730
6069741|Ischia, Italy (type 3)|40.74931;13.93216:40.74633;13.93135:40.74412;13.93089:40.74479;13.92985:40.74381;13.92919:40.74310;13.92815:40.74105;13.92918:40.73933;13.92742:40.73865;13.92952:40.73795;13.92987:40.73693;13.93229:40.73590;13.93228:40.73454;13.93126:40.73487;13.93296:40.73383;13.93364:40.73420;13.93779:40.73281;13.93698:40.73138;13.93514:40.73038;13.93225:40.72938;13.93158:40.72937;13.93396:40.72523;13.93505:40.72461;13.93413:40.72460;13.93538:40.72217;13.93884:40.72114;13.94162:40.71669;13.93853:40.71668;13.93915:40.71560;13.93916:40.71525;13.93851:40.71358;13.93950:40.71084;13.94566:40.71084;13.94677:40.70875;13.94538:40.70774;13.94571:40.70775;13.94671:40.70910;13.94911:40.70707;13.95290:40.70739;13.95419:40.70679;13.95755:40.71341;13.97114:40.73295;13.96823:40.74348;13.95674:40.75005;13.94668
