RegionID|RegionName|Coordinates
6069742|Benevento, Italy (type 3)|41.22492;14.75601:41.22389;14.75740:41.22423;14.75979:41.22113;14.76767:41.22112;14.76974:41.21769;14.77835:41.21668;14.78314:41.21528;14.78764:41.21527;14.79138:41.21325;14.79243:41.21325;14.79311:41.21084;14.79379:41.20634;14.79588:41.20120;14.79588:41.19948;14.79690:41.19776;14.80241:41.19399;14.80723:41.19295;14.81649:41.18574;14.81579:41.18987;14.82300:41.18884;14.82406:41.18917;14.82508:41.18506;14.82715:41.18715;14.82994:41.18747;14.83196:41.18676;14.83263:41.18298;14.83436:41.18402;14.83264:41.18263;14.83298:41.18196;14.83195:41.18058;14.83195:41.17990;14.83471:41.17783;14.83401:41.17713;14.83471:41.17680;14.83848:41.17612;14.84123:41.17372;14.84192:41.17096;14.83953:41.16958;14.84329:41.16443;14.84090:41.16034;14.84088:41.15825;14.84190:41.15687;14.84500:41.15310;14.84019:41.14930;14.84020:41.14897;14.84123:41.14827;14.84157:41.14724;14.84845:41.14657;14.85051:41.14483;14.85155:41.14415;14.85293:41.14622;14.85464:41.14727;14.85463:41.15032;14.85362:41.15139;14.85534:41.15035;14.85806:41.14382;14.85945:41.14071;14.86117:41.13796;14.86359:41.13624;14.86875:41.13453;14.87009:41.13348;14.87009:41.13006;14.86666:41.12561;14.86529:41.11905;14.85838:41.11324;14.85670:41.11118;14.85465:41.10394;14.83712:41.09572;14.83265:41.09260;14.82955:41.09124;14.82957:41.09124;14.82713:41.09295;14.82680:41.09364;14.82542:41.09467;14.81995:41.09779;14.81301:41.10155;14.81135:41.10121;14.80957:41.10188;14.80925:41.10086;14.80720:41.10016;14.80723:41.09947;14.80547:41.09949;14.80409:41.09810;14.80204:41.09501;14.80104:41.09296;14.80342:41.08985;14.80342:41.09021;14.79869:41.09227;14.78830:41.09535;14.78763:41.09534;14.78111:41.09501;14.78112:41.09331;14.77840:41.09089;14.77523:41.09021;14.77350:41.09056;14.77211:41.09193;14.76872:41.09228;14.76835:41.09295;14.76872:41.09295;14.76907:41.09536;14.76975:41.09776;14.76940:41.09879;14.77080:41.10018;14.77078:41.09811;14.76492:41.09915;14.76319:41.09949;14.75947:41.09744;14.75358:41.09913;14.74913:41.09880;14.74503:41.09816;14.74225:41.09850;14.73920:41.09955;14.73573:41.09920;14.72958:41.09954;14.72269:41.10091;14.71650:41.10329;14.71275:41.10565;14.71346:41.10773;14.71588:41.10980;14.71482:41.11149;14.71552:41.11327;14.71482:41.11463;14.71111:41.11635;14.71105:41.11804;14.71375:41.11942;14.71925:41.12595;14.72200:41.12732;14.72406:41.12905;14.72542:41.13109;14.72473:41.13216;14.72543:41.13281;14.72542:41.13350;14.72268:41.13489;14.72029:41.13489;14.71718:41.13625;14.71612:41.13727;14.71649:41.13766;14.71575:41.14004;14.71271:41.14140;14.71202:41.14449;14.70893:41.14588;14.70962:41.14861;14.71270:41.14930;14.71720:41.15239;14.71854:41.15720;14.71478:41.15859;14.71477:41.15896;14.71617:41.16030;14.71681:41.16375;14.71306:41.16510;14.71271:41.16547;14.71407:41.16477;14.71925:41.16754;14.72130:41.17165;14.72059:41.17612;14.72336:41.18059;14.72232:41.18232;14.72335:41.18440;14.72611:41.18505;14.72645:41.18609;14.72541:41.18987;14.71888:41.19331;14.72164:41.19399;14.72441:41.19535;14.72405:41.19570;14.73059:41.18952;14.73813:41.19328;14.74090:41.19366;14.74810:41.19434;14.74948:41.19536;14.75019:41.19845;14.74983:41.20327;14.74602:41.20534;14.74088:41.20601;14.74157:41.20703;14.74157:41.20877;14.74398:41.20946;14.74363:41.21218;14.74400:41.21256;14.74640:41.21425;14.74743:41.21529;14.74709:41.21631;14.74502:41.21703;14.74432:41.22078;14.74707:41.22181;14.74879:41.22184;14.75016
6069743|Avellino City Region, Italy (type 5)|40.94953;14.71671:40.94934;14.86061:40.89263;14.85951:40.89199;14.71940
6069750|Valtelline Valley, Italy (type 5)|46.62682;10.18933:46.56093;10.06899:46.44195;10.04208:46.41182;10.17109:46.33631;10.10695:46.25809;10.17747:46.23101;10.14549:46.22315;10.12446:46.21737;10.07169:46.27173;10.04489:46.28102;9.99659:46.19588;9.88181:46.19286;9.85615:46.21802;9.78837:46.29689;9.71875:46.26075;9.43094:46.17632;9.47792:46.07551;9.46376:46.06424;9.50837:46.01285;9.53182:46.06128;9.66501:46.06193;9.76270:46.04003;9.91005:46.05770;9.91500:46.08821;10.09486:46.05389;10.09466:46.05708;10.16886:46.13338;10.17521:46.14454;10.16723:46.17712;10.18136:46.22291;10.29486:46.28252;10.32869:46.35484;10.46637:46.33535;10.50916:46.35488;10.52329:46.40330;10.62945:46.44950;10.61589:46.49079;10.54896:46.49455;10.48078:46.53007;10.45348:46.54965;10.41860:46.55201;10.29411
6069752|Seriana and Scalve Valleys, Italy (type 5)|45.98805;10.09900:45.98066;10.13782:45.96479;10.14097:45.95926;10.12024:45.94701;10.11265:45.93679;10.11628:45.92881;10.09771:45.91981;10.09339:45.88550;10.11014:45.88205;10.08144:45.89655;10.01767:45.92369;10.00526:45.95735;10.05455:45.97116;10.03865:45.98270;10.05783
6069754|Mantova, Italy (type 3)|45.27792;10.52991:45.24723;10.86169:45.08782;10.91587:45.07811;10.59634:45.23035;10.47946
6069755|Brescia, Italy (type 3)|45.49140;10.27945:45.49384;10.28430:45.49289;10.28525:45.49656;10.28979:45.49697;10.29158:45.50003;10.29533:45.50246;10.29288:45.51098;10.29512:45.51075;10.29812:45.51499;10.29930:45.51915;10.29987:45.52539;10.29545:45.52540;10.29347:45.53081;10.29498:45.53801;10.28397:45.55669;10.29104:45.57067;10.25834:45.57629;10.26117:45.58242;10.25373:45.58525;10.23480:45.58730;10.23591:45.58799;10.23319:45.58893;10.23345:45.59003;10.22869:45.58622;10.22780:45.58696;10.22139:45.58143;10.22089:45.57012;10.21370:45.57222;10.18431:45.56015;10.17432:45.55428;10.16006:45.54781;10.15237:45.54049;10.14728:45.53600;10.16244:45.53883;10.17008:45.54603;10.17790:45.54534;10.18149:45.52486;10.16308:45.52340;10.15480:45.50175;10.15168:45.49641;10.16465:45.49377;10.18291:45.48776;10.20832:45.50270;10.21474:45.50034;10.24316:45.48049;10.25544:45.48974;10.26614:45.49142;10.26913:45.49385;10.27161:45.49111;10.27468:45.49216;10.27683
6069756|Provaglio d'Iseo, Italy (type 3)|45.61688;10.02860:45.61565;10.03438:45.61795;10.05126:45.61693;10.05268:45.61271;10.05117:45.61170;10.06161:45.62244;10.07068:45.61745;10.07996:45.62464;10.08269:45.63234;10.08165:45.64001;10.08776:45.64405;10.08430:45.65024;10.08343:45.65100;10.07796:45.64860;10.07221:45.64911;10.06340:45.64571;10.05908:45.64575;10.04447:45.65061;10.03392:45.64502;10.02536:45.64051;10.02516:45.63666;10.02144:45.62651;10.01716:45.62462;10.02618:45.62203;10.02507:45.61987;10.02991
6069757|Paratico, Italy (type 3)|45.66466;9.95986:45.66686;9.95288:45.66366;9.93838:45.65741;9.93758:45.64780;9.93510:45.64684;9.93807:45.64661;9.94354:45.64960;9.94989:45.64572;9.95681:45.65027;9.97901:45.66742;9.97627
6069758|Bergamo, Italy (type 3)|45.72523;9.65813:45.73256;9.68694:45.71635;9.70599:45.69724;9.71168:45.68985;9.70894:45.68794;9.71189:45.68094;9.69970:45.67967;9.70129:45.67952;9.69750:45.67771;9.69469:45.67789;9.69351:45.67713;9.69135:45.68545;9.68441:45.68687;9.68687:45.69461;9.69366:45.69719;9.68395:45.69841;9.68572:45.70383;9.68351:45.70435;9.67765:45.70305;9.67582:45.70446;9.67223:45.70550;9.67078:45.70629;9.66786:45.70630;9.66625:45.70690;9.66481:45.70678;9.66436:45.70626;9.66378:45.70640;9.66283:45.70636;9.66138:45.70622;9.66102:45.70662;9.65975:45.70664;9.65920:45.70692;9.65844:45.70431;9.65686:45.70351;9.65851:45.70166;9.66159:45.70063;9.66206:45.70049;9.66238:45.70094;9.66322:45.70122;9.66349:45.70162;9.66438:45.70177;9.66546:45.70234;9.66727:45.70045;9.66955:45.69805;9.66399:45.69608;9.65996:45.69252;9.65848:45.68837;9.66227:45.68786;9.66652:45.68010;9.67528:45.68535;9.68431:45.67707;9.69125:45.67547;9.68677:45.67167;9.67267:45.66020;9.65867:45.66600;9.63919:45.67931;9.63984:45.70517;9.62362:45.72520;9.62514
6069759|Cremona, Italy (type 3)|45.14875;9.94356:45.15500;9.94994:45.15558;9.96749:45.16355;9.96778:45.17152;9.97827:45.17025;9.98713:45.18019;9.98976:45.18354;10.00502:45.17867;10.03290:45.17866;10.04603:45.17289;10.04389:45.16950;10.06989:45.15949;10.06561:45.14577;10.10781:45.13370;10.10967:45.13391;10.09177:45.11303;10.07436:45.10367;10.07609:45.08943;10.07360:45.09171;10.04890:45.09760;10.03883:45.11101;10.04303:45.11321;10.03767:45.10513;10.02067:45.13447;9.98474:45.12846;9.96583:45.14366;9.94307
6069760|Lodi, Italy (type 3)|45.32593;9.44761:45.32376;9.45561:45.32381;9.46318:45.33435;9.49578:45.34554;9.48950:45.34905;9.50941:45.34682;9.52887:45.34062;9.54599:45.33917;9.55223:45.33366;9.54063:45.31730;9.54532:45.29628;9.54736:45.28839;9.53825:45.27783;9.50352:45.27550;9.50322:45.27322;9.50119:45.27694;9.49415:45.28131;9.47584:45.28042;9.47502:45.28043;9.47244:45.27911;9.47265:45.27857;9.46672:45.28681;9.46090:45.28973;9.45489:45.31007;9.44468
6069761|Pavia, Italy (type 3)|45.22396;9.09210:45.22845;9.09760:45.22946;9.13336:45.23179;9.16330:45.23024;9.16423:45.23074;9.17195:45.22682;9.18493:45.22922;9.19051:45.22384;9.20278:45.22170;9.20349:45.21176;9.21607:45.20396;9.21586:45.20278;9.23211:45.19631;9.23997:45.19192;9.22603:45.17470;9.22603:45.17007;9.21536:45.15989;9.21323:45.15768;9.17781:45.17088;9.16731:45.17271;9.15419:45.16409;9.15515:45.16594;9.13728:45.17276;9.14122:45.17541;9.11169:45.18478;9.11185:45.18432;9.12006:45.18891;9.12141:45.19312;9.10166:45.20251;9.10097:45.21066;9.10979
6069762|Pompei, Italy (type 3)|40.76884;14.49244:40.76986;14.50029:40.76987;14.50202:40.76919;14.50410:40.76919;14.50720:40.76887;14.50960:40.76407;14.51097:40.76407;14.50961:40.76304;14.50993:40.76270;14.50857:40.76065;14.50925:40.76028;14.51030:40.75580;14.51132:40.74620;14.51407:40.74620;14.51340:40.74448;14.51408:40.74276;14.50618:40.74104;14.50755:40.74070;14.50548:40.73935;14.50649:40.73794;14.50858:40.73829;14.51820:40.73795;14.51957:40.73486;14.52060:40.73246;14.51680:40.73177;14.51443:40.73314;14.51510:40.73145;14.51134:40.73072;14.51028:40.72868;14.50960:40.72661;14.50685:40.72456;14.50101:40.72248;14.49791:40.72729;14.49483:40.72832;14.49380:40.72798;14.49140:40.72936;14.49036:40.72935;14.48830:40.72831;14.48828:40.72833;14.48762:40.72935;14.48761:40.73073;14.48624:40.73176;14.48624:40.73210;14.48485:40.73519;14.48382:40.73553;14.48177:40.73657;14.48211:40.73692;14.48176:40.73656;14.48042:40.73692;14.48040:40.73726;14.48106:40.74034;14.47937:40.74070;14.48073:40.74106;14.48038:40.74137;14.48073:40.74174;14.48004:40.74207;14.48040:40.74276;14.47868:40.74515;14.47833:40.74705;14.47685:40.75023;14.47579:40.75175;14.47371:40.75645;14.47354:40.76029;14.47911:40.76473;14.48319
6069763|Nola, Italy (type 3)|40.98368;14.45220:40.98401;14.45392:40.98298;14.46356:40.98160;14.46802:40.98126;14.47843:40.98161;14.48177:40.98125;14.48559:40.97920;14.49517:40.97438;14.50583:40.97162;14.50618:40.97199;14.50442:40.97164;14.49968:40.97164;14.49619:40.97267;14.49276:40.97302;14.48863:40.97163;14.48967:40.96889;14.49414:40.96614;14.49620:40.96442;14.49964:40.96236;14.50239:40.96202;14.50446:40.95857;14.50652:40.95482;14.51027:40.95481;14.50580:40.95618;14.50136:40.95240;14.49895:40.95102;14.50271:40.95102;14.50514:40.94930;14.50756:40.94758;14.51132:40.94620;14.51235:40.94620;14.50891:40.94344;14.50857:40.94278;14.51199:40.94071;14.51478:40.93967;14.51821:40.94002;14.52299:40.93657;14.52266:40.93693;14.52782:40.93830;14.52920:40.93967;14.53366:40.93692;14.53503:40.93659;14.53710:40.93554;14.53572:40.93348;14.53744:40.92903;14.54430:40.92663;14.54226:40.92630;14.54426:40.92593;14.54503:40.92764;14.54500:40.92765;14.54638:40.92869;14.54636:40.92938;14.54742:40.93006;14.54707:40.93005;14.55186:40.92899;14.55294:40.92696;14.55464:40.92523;14.55496:40.92420;14.55601:40.92388;14.56046:40.92319;14.56012:40.92317;14.56222:40.92353;14.56357:40.92492;14.56529:40.92698;14.56493:40.92696;14.56837:40.92525;14.57112:40.92556;14.57214:40.92352;14.57043:40.92284;14.56734:40.92216;14.56767:40.92112;14.56871:40.92009;14.56872:40.92009;14.57076:40.91976;14.57043:40.91872;14.57214:40.91975;14.57352:40.91907;14.57422:40.91871;14.57353:40.91872;14.57526:40.91804;14.57455:40.91769;14.57457:40.91770;14.57559:40.91804;14.57595:40.91667;14.57593:40.91700;14.57867:40.91665;14.57901:40.91631;14.57801:40.91562;14.57868:40.91426;14.57833:40.91389;14.57728:40.91595;14.57627:40.91598;14.57593:40.91426;14.57390:40.91356;14.57182:40.91287;14.57182:40.91184;14.57283:40.91082;14.57078:40.91012;14.57114:40.91011;14.57181:40.90907;14.57420:40.90807;14.57114:40.90806;14.57009:40.90703;14.56905:40.90703;14.56599:40.91081;14.56253:40.91251;14.56218:40.91529;14.56525:40.91733;14.56392:40.91734;14.55979:40.91423;14.56013:40.91424;14.55738:40.91562;14.55567:40.91529;14.55531:40.91597;14.55323:40.91734;14.55188:40.91768;14.54745:40.91665;14.54670:40.91905;14.54328:40.91970;14.53930:40.91901;14.53863:40.91700;14.54121:40.91666;14.54051:40.91560;14.53984:40.91218;14.53847:40.91147;14.53397:40.90736;14.53400:40.90703;14.53608:40.90771;14.54465:40.90462;14.54501:40.90460;14.54603:40.90257;14.54777:40.90463;14.55050:40.90291;14.55187:40.90257;14.55429:40.90049;14.55359:40.89845;14.55568:40.89708;14.55634:40.89775;14.55702:40.89776;14.55738:40.89535;14.55977:40.89225;14.55393:40.88952;14.54776:40.88916;14.54740:40.88813;14.54741:40.88537;14.54124:40.88572;14.53985:40.88470;14.54018:40.88135;14.53417:40.87851;14.52852:40.87575;14.51852:40.87507;14.51440:40.87438;14.51338:40.86990;14.51131:40.86718;14.50857:40.86230;14.50963:40.86066;14.51028:40.85789;14.51236:40.85720;14.51028:40.86304;14.49724:40.86270;14.49654:40.86578;14.49277:40.86509;14.49275:40.86440;14.49171:40.86682;14.49001:40.86612;14.48761:40.86614;14.48555:40.86647;14.48418:40.86648;14.48247:40.86270;14.47902:40.86406;14.47662:40.86235;14.47523:40.86064;14.47488:40.86064;14.47455:40.86408;14.47556:40.87267;14.48039:40.87336;14.48215:40.87369;14.48381:40.87507;14.48726:40.87508;14.48778:40.87610;14.48794:40.88055;14.47594:40.88021;14.47521:40.88023;14.47455:40.88125;14.47488:40.88297;14.47351:40.88401;14.47316:40.88676;14.47524:40.89051;14.47628:40.88711;14.48379:40.88400;14.48280:40.88263;14.48760:40.88229;14.48725:40.88057;14.49035:40.87619;14.48798:40.87508;14.48783:40.87472;14.49002:40.87508;14.49211:40.87541;14.49620:40.87437;14.50237:40.87612;14.50411:40.87956;14.50582:40.88332;14.50858:40.88713;14.51412:40.88851;14.51684:40.89225;14.52197:40.89568;14.52369:40.89810;14.52402:40.90117;14.52301:40.91218;14.52302:40.91286;14.52232:40.91356;14.52197:40.91390;14.51853:40.91493;14.51816:40.91493;14.51786:40.91700;14.51683:40.91598;14.51443:40.91996;14.51439:40.92491;14.51443:40.92523;14.51407:40.92388;14.51098:40.92386;14.51028:40.9
6069764|Rieti, Italy (type 3)|42.47905;12.79701:42.48009;12.81110:42.47427;12.82835:42.47849;12.83575:42.47614;12.84302:42.48009;12.84392:42.47981;12.85615:42.48141;12.86317:42.47276;12.86878:42.46373;12.86981:42.45611;12.86968:42.45507;12.86586:42.45272;12.86637:42.45197;12.86841:42.44886;12.86956:42.44783;12.87466:42.44821;12.88906:42.45084;12.89340:42.44605;12.89901:42.44594;12.90449:42.45025;12.90909:42.45420;12.91037:42.45542;12.91202:42.46681;12.91751:42.47621;12.93333:42.47836;12.94171:42.47592;12.95396:42.46547;12.96875:42.46622;12.98915:42.46171;12.98584:42.45587;13.00113:42.45136;13.00495:42.44911;13.00278:42.45052;12.99271:42.44581;12.99246:42.43669;12.98749:42.43339;12.97910:42.43158;12.97388:42.43561;12.96460:42.43310;12.95294:42.42330;12.93843:42.41369;12.90503:42.40594;12.90334:42.39636;12.90575:42.39238;12.89800:42.37737;12.92060:42.37250;12.91916:42.36691;12.92471:42.35927;12.92877:42.35568;12.93745:42.35309;12.95484:42.35363;12.96162:42.35317;12.96199:42.35042;12.96174:42.34876;12.96384:42.34732;12.96447:42.34728;12.95847:42.34906;12.95719:42.34909;12.95503:42.34941;12.95388:42.34837;12.95189:42.34687;12.95154:42.34600;12.94700:42.34925;12.94267:42.34870;12.94047:42.34903;12.93910:42.35261;12.93583:42.35310;12.93327:42.35352;12.93036:42.35225;12.93018:42.35480;12.92555:42.35408;12.92489:42.35095;12.92255:42.34042;12.91377:42.33925;12.90989:42.33804;12.91368:42.33407;12.91306:42.32973;12.90548:42.32837;12.90517:42.32562;12.90267:42.32557;12.90132:42.32632;12.90039:42.32593;12.89749:42.32938;12.89563:42.32897;12.89483:42.32943;12.89325:42.33353;12.89253:42.33608;12.88802:42.33900;12.88747:42.34141;12.88953:42.34537;12.88760:42.34706;12.88921:42.35154;12.88832:42.35746;12.88452:42.35869;12.88099:42.36071;12.88149:42.36196;12.87859:42.36704;12.87556:42.37068;12.86601:42.37242;12.86362:42.37281;12.86070:42.36754;12.86335:42.35933;12.86311:42.35469;12.86065:42.35075;12.85507:42.34069;12.85912:42.33173;12.85828:42.32637;12.85907:42.31762;12.85285:42.31535;12.85297:42.31234;12.84865:42.30849;12.84700:42.30782;12.84153:42.30839;12.83581:42.31130;12.83034:42.31580;12.82960:42.32391;12.83823:42.32722;12.82268:42.33158;12.81852:42.33210;12.80930:42.33111;12.80374:42.33852;12.79086:42.34045;12.77316:42.33729;12.77077:42.33514;12.76625:42.32985;12.76075:42.32791;12.75154:42.32554;12.75030:42.33200;12.74276:42.33581;12.72662:42.34089;12.73158:42.34389;12.73107:42.34487;12.72380:42.34899;12.72469:42.35934;12.73296:42.35819;12.74370:42.36597;12.75132:42.36381;12.75933:42.37147;12.77173:42.37800;12.77313:42.39014;12.78177:42.39257;12.78469:42.39351;12.79020:42.39982;12.79586:42.40329;12.80355:42.40553;12.80409:42.41383;12.79871:42.41973;12.79399:42.42360;12.79605:42.43025;12.79683:42.43684;12.79030:42.43858;12.79350:42.44348;12.79623:42.44541;12.80207:42.44775;12.79864:42.44697;12.79355:42.44914;12.79131:42.45153;12.79322:42.45739;12.78700:42.46008;12.79017:42.46283;12.79133:42.46488;12.78835:42.47143;12.79109:42.47300;12.79578:42.47456;12.79548
6069765|Rovigo, Italy (type 3)|45.06518;11.69057:45.08230;11.67672:45.09274;11.70770:45.10195;11.70844:45.10118;11.71712:45.09758;11.72165:45.09841;11.73384:45.09655;11.74203:45.09722;11.75157:45.09535;11.75823:45.09872;11.77477:45.10786;11.78731:45.11190;11.79677:45.12086;11.80641:45.12374;11.81631:45.12085;11.82331:45.12265;11.83303:45.12807;11.83908:45.12906;11.85161:45.11240;11.84812:45.11145;11.86134:45.09722;11.86048:45.10527;11.91906:45.09306;11.87157:45.07765;11.85571:45.06597;11.85828:45.06236;11.83621:45.05081;11.85616:45.03745;11.85983:45.03455;11.86689:45.02421;11.86885:45.02125;11.85479:45.01282;11.83529:45.02746;11.81698:45.03017;11.81980:45.03167;11.80753:45.01794;11.78735:45.03251;11.74144:45.03926;11.74305:45.04187;11.72643:45.05662;11.72716:45.06583;11.73822:45.07537;11.70698
6069770|Treviso, Italy (type 3)|45.73400;12.14906:45.73269;12.32611:45.60956;12.32438:45.60855;12.14813
6069771|Mogliano Veneto, Italy (type 3)|45.59141;12.20853:45.59277;12.21157:45.58830;12.22432:45.57901;12.22960:45.57650;12.23791:45.59239;12.23845:45.58890;12.24621:45.58910;12.25064:45.58600;12.25895:45.58948;12.26338:45.59111;12.26688:45.58974;12.26761:45.59654;12.27790:45.59866;12.28949:45.59048;12.29127:45.59137;12.30162:45.58665;12.31597:45.58547;12.31527:45.58344;12.32286:45.58423;12.32731:45.57981;12.32907:45.57736;12.33214:45.57410;12.34371:45.56220;12.33687:45.57185;12.31111:45.57408;12.29364:45.56869;12.29262:45.56815;12.28008:45.56219;12.27997:45.56200;12.27509:45.55661;12.27493:45.55465;12.28137:45.53538;12.27879:45.53671;12.27357:45.53275;12.27128:45.53173;12.24297:45.53784;12.23779:45.54033;12.20549:45.57144;12.21048:45.57279;12.19491:45.58530;12.18707:45.58480;12.18424:45.59131;12.18162:45.60295;12.18297:45.59857;12.19107
6069772|Vicenza, Italy (type 3)|45.61234;11.42555:45.61129;11.62696:45.48095;11.62573:45.48968;11.42401
6069773|Bassano del Grappa, Italy (type 3)|45.82431;11.64175:45.81354;11.82477:45.74352;11.82448:45.71784;11.68880
6069774|Fuorigrotta, Naples, Italy (type 1)|40.82892;14.16510:40.83585;14.20530:40.82722;14.21103:40.82164;14.20239:40.80844;14.18858:40.81210;14.17225
6069775|Posillipo, Naples, Italy (type 1)|40.83929;14.21378:40.84122;14.21756:40.83977;14.23669:40.83674;14.23592:40.83637;14.23276:40.83514;14.22783:40.83219;14.22571:40.82894;14.22836:40.79775;14.21075:40.78795;14.17777:40.79957;14.17154:40.80826;14.18845:40.82166;14.20264:40.82729;14.21102:40.83587;14.20530
6069776|Historical Center, Naples, Italy (type 1)|40.83672;14.23592:40.85113;14.23979:40.85507;14.24548:40.86093;14.26085:40.86098;14.26225:40.85063;14.26588:40.84956;14.26431:40.83971;14.26589:40.82482;14.24925:40.82894;14.22835:40.83220;14.22572:40.83511;14.22784:40.83635;14.23278
6069777|Central Station, Naples, Italy (type 8)|40.86102;14.26232:40.86330;14.26684:40.86330;14.27554:40.84339;14.27895:40.84334;14.26534:40.84955;14.26431:40.85064;14.26589
6069778|Naples International Airport (NAP), Italy (type 4)|40.90915;14.25013:40.91309;14.28385:40.90398;14.36026:40.88791;14.36930:40.87857;14.37171:40.85986;14.36115:40.85750;14.28868:40.86338;14.27548:40.86968;14.24664
6069791|Zamalek, Cairo, Egypt (type 1)|30.06830;31.21299:30.07572;31.22157:30.04710;31.23015:30.03650;31.22158
6069792|Old Cairo, Cairo, Egypt (type 1)|30.02819;31.21911:30.04091;31.22646:30.03031;31.23135:30.02925;31.23870:30.01970;31.25216:29.99426;31.23869:29.99426;31.22646
