RegionID|RegionType|RelativeSignificance|SubClass|RegionName|RegionNameLong|ParentRegionID|ParentRegionType|ParentRegionName|ParentRegionNameLong
6085280|City|||Santa Teresita|Santa Teresita, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
6323681|City|||Mar de Ajo|Mar de Ajo, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
6343532|City|||Costa del Este|Costa del Este, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
6343533|City|||La Lucila del Mar|La Lucila del Mar, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
6034133|City|||San Nicolas de los Arroyos|San Nicolas de los Arroyos, Argentina|6126774|Multi-City (Vicinity)|San Nicolas de los Arroyos (and vicinity)|San Nicolas de los Arroyos (and vicinity), Argentina
6054166|City|||San Pedro|San Pedro, Argentina|6126774|Multi-City (Vicinity)|San Nicolas de los Arroyos (and vicinity)|San Nicolas de los Arroyos (and vicinity), Argentina
6123950|City|||Ramallo|Ramallo, Argentina|6126774|Multi-City (Vicinity)|San Nicolas de los Arroyos (and vicinity)|San Nicolas de los Arroyos (and vicinity), Argentina
6323662|City|||Baradero|Baradero, Argentina|6126774|Multi-City (Vicinity)|San Nicolas de los Arroyos (and vicinity)|San Nicolas de los Arroyos (and vicinity), Argentina
6096857|City||tree|Ibera Wetlands|Ibera Wetlands, Colonia Carlos Pellegrini, Argentina|6343234|Multi-City (Vicinity)|Colonia Carlos Pellegrini (and vicinity)|Colonia Carlos Pellegrini (and vicinity), Argentina
6143447|City|||Colonia Carlos Pellegrini|Colonia Carlos Pellegrini, Argentina|6343234|Multi-City (Vicinity)|Colonia Carlos Pellegrini (and vicinity)|Colonia Carlos Pellegrini (and vicinity), Argentina
6338887|City|||Mercedes|Mercedes (Corrientes), Argentina|6343234|Multi-City (Vicinity)|Colonia Carlos Pellegrini (and vicinity)|Colonia Carlos Pellegrini (and vicinity), Argentina
677|City|||Bariloche|Bariloche, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
500199|City||neighbor|Llao Llao|Llao Llao, Bariloche, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6035429|City|||Villa La Angostura|Villa La Angostura, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6124858|City|||Victoria Island|Victoria Island, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6254301|City|||Dina Huapi|Dina Huapi, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6254326|City|||Puerto Huemul|Puerto Huemul, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6254328|City||neighbor|Puerto Manzano|Puerto Manzano, Villa La Angostura, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6254332|City|||Villa Mascardi|Villa Mascardi, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
6254333|City|||Villa Traful|Villa Traful, Argentina|6085464|Multi-City (Vicinity)|Bariloche (and vicinity)|Bariloche (and vicinity), Argentina
